32.3182,-86.9023,0.0
61.3707,-152.4044,0.0
33.7298,-111.4312,0.0
34.9697,-92.3731,0.0
36.1162,-119.6816,0.0
39.0598,-105.3111,0.0
41.5978,-72.7554,0.0
39.3185,-75.5071,0.0
38.8974,-77.0268,0.0
27.7663,-81.6868,0.0
33.0406,-83.6431,0.0
21.0943,-157.4983,0.0
44.2405,-114.4788,0.0
40.3495,-88.9861,0.0
39.8494,-86.2583,0.0
42.0115,-93.2105,0.0
38.5266,-96.7265,0.0
37.6681,-84.6701,0.0
31.1695,-91.8678,0.0
44.6939,-69.3819,0.0
39.0639,-76.8021,0.0
42.2302,-71.5301,0.0
43.3266,-84.5361,0.0
45.6945,-93.9002,0.0
32.7416,-89.6787,0.0
38.4561,-92.2884,0.0
46.9219,-110.4544,0.0
41.1254,-98.2681,0.0
38.3135,-117.0554,0.0
43.4525,-71.5639,0.0
40.2989,-74.521,0.0
34.8405,-106.2485,0.0
42.1657,-74.9481,0.0
35.6301,-79.8064,0.0
47.5289,-99.784,0.0
40.3888,-82.7649,0.0
35.5653,-96.9289,0.0
44.572,-122.0709,0.0
40.5908,-77.2098,0.0
41.6809,-71.5118,0.0
33.8569,-80.945,0.0
44.2998,-99.4388,0.0
35.7478,-86.6923,0.0
31.0545,-97.5635,0.0
40.15,-111.8624,0.0
44.0459,-72.7107,0.0
37.7693,-78.17,0.0
47.4009,-121.4905,0.0
38.4912,-80.9545,0.0
44.2685,-89.6165,0.0
42.756,-107.3025,0.0
32.3182,-86.9023,1.0
61.3707,-152.4044,1.0
33.7298,-111.4312,1.0
34.9697,-92.3731,1.0
36.1162,-119.6816,1.0
39.0598,-105.3111,1.0
41.5978,-72.7554,1.0
39.3185,-75.5071,1.0
38.8974,-77.0268,1.0
27.7663,-81.6868,1.0
33.0406,-83.6431,1.0
21.0943,-157.4983,1.0
44.2405,-114.4788,1.0
40.3495,-88.9861,1.0
39.8494,-86.2583,1.0
42.0115,-93.2105,1.0
38.5266,-96.7265,1.0
37.6681,-84.6701,1.0
31.1695,-91.8678,1.0
44.6939,-69.3819,1.0
39.0639,-76.8021,1.0
42.2302,-71.5301,1.0
43.3266,-84.5361,1.0
45.6945,-93.9002,1.0
32.7416,-89.6787,1.0
38.4561,-92.2884,1.0
46.9219,-110.4544,1.0
41.1254,-98.2681,1.0
38.3135,-117.0554,1.0
43.4525,-71.5639,1.0
40.2989,-74.521,1.0
34.8405,-106.2485,1.0
42.1657,-74.9481,1.0
35.6301,-79.8064,1.0
47.5289,-99.784,1.0
40.3888,-82.7649,1.0
35.5653,-96.9289,1.0
44.572,-122.0709,1.0
40.5908,-77.2098,1.0
41.6809,-71.5118,1.0
33.8569,-80.945,1.0
44.2998,-99.4388,1.0
35.7478,-86.6923,1.0
31.0545,-97.5635,1.0
40.15,-111.8624,1.0
44.0459,-72.7107,1.0
37.7693,-78.17,1.0
47.4009,-121.4905,1.0
38.4912,-80.9545,1.0
44.2685,-89.6165,1.0
42.756,-107.3025,1.0
32.3182,-86.9023,2.0
61.3707,-152.4044,2.0
33.7298,-111.4312,2.0
34.9697,-92.3731,2.0
36.1162,-119.6816,2.0
39.0598,-105.3111,2.0
41.5978,-72.7554,2.0
39.3185,-75.5071,2.0
38.8974,-77.0268,2.0
27.7663,-81.6868,2.0
33.0406,-83.6431,2.0
21.0943,-157.4983,2.0
44.2405,-114.4788,2.0
40.3495,-88.9861,2.0
39.8494,-86.2583,2.0
42.0115,-93.2105,2.0
38.5266,-96.7265,2.0
37.6681,-84.6701,2.0
31.1695,-91.8678,2.0
44.6939,-69.3819,2.0
39.0639,-76.8021,2.0
42.2302,-71.5301,2.0
43.3266,-84.5361,2.0
45.6945,-93.9002,2.0
32.7416,-89.6787,2.0
38.4561,-92.2884,2.0
46.9219,-110.4544,2.0
41.1254,-98.2681,2.0
38.3135,-117.0554,2.0
43.4525,-71.5639,2.0
40.2989,-74.521,2.0
34.8405,-106.2485,2.0
42.1657,-74.9481,2.0
35.6301,-79.8064,2.0
47.5289,-99.784,2.0
40.3888,-82.7649,2.0
35.5653,-96.9289,2.0
44.572,-122.0709,2.0
40.5908,-77.2098,2.0
41.6809,-71.5118,2.0
33.8569,-80.945,2.0
44.2998,-99.4388,2.0
35.7478,-86.6923,2.0
31.0545,-97.5635,2.0
40.15,-111.8624,2.0
44.0459,-72.7107,2.0
37.7693,-78.17,2.0
47.4009,-121.4905,2.0
38.4912,-80.9545,2.0
44.2685,-89.6165,2.0
42.756,-107.3025,2.0
32.3182,-86.9023,3.0
61.3707,-152.4044,3.0
33.7298,-111.4312,3.0
34.9697,-92.3731,3.0
36.1162,-119.6816,3.0
39.0598,-105.3111,3.0
41.5978,-72.7554,3.0
39.3185,-75.5071,3.0
38.8974,-77.0268,3.0
27.7663,-81.6868,3.0
33.0406,-83.6431,3.0
21.0943,-157.4983,3.0
44.2405,-114.4788,3.0
40.3495,-88.9861,3.0
39.8494,-86.2583,3.0
42.0115,-93.2105,3.0
38.5266,-96.7265,3.0
37.6681,-84.6701,3.0
31.1695,-91.8678,3.0
44.6939,-69.3819,3.0
39.0639,-76.8021,3.0
42.2302,-71.5301,3.0
43.3266,-84.5361,3.0
45.6945,-93.9002,3.0
32.7416,-89.6787,3.0
38.4561,-92.2884,3.0
46.9219,-110.4544,3.0
41.1254,-98.2681,3.0
38.3135,-117.0554,3.0
43.4525,-71.5639,3.0
40.2989,-74.521,3.0
34.8405,-106.2485,3.0
42.1657,-74.9481,3.0
35.6301,-79.8064,3.0
47.5289,-99.784,3.0
40.3888,-82.7649,3.0
35.5653,-96.9289,3.0
44.572,-122.0709,3.0
40.5908,-77.2098,3.0
41.6809,-71.5118,3.0
33.8569,-80.945,3.0
44.2998,-99.4388,3.0
35.7478,-86.6923,3.0
31.0545,-97.5635,3.0
40.15,-111.8624,3.0
44.0459,-72.7107,3.0
37.7693,-78.17,3.0
47.4009,-121.4905,3.0
38.4912,-80.9545,3.0
44.2685,-89.6165,3.0
42.756,-107.3025,3.0
32.3182,-86.9023,4.0
61.3707,-152.4044,4.0
33.7298,-111.4312,4.0
34.9697,-92.3731,4.0
36.1162,-119.6816,4.0
39.0598,-105.3111,4.0
41.5978,-72.7554,4.0
39.3185,-75.5071,4.0
38.8974,-77.0268,4.0
27.7663,-81.6868,4.0
33.0406,-83.6431,4.0
21.0943,-157.4983,4.0
44.2405,-114.4788,4.0
40.3495,-88.9861,4.0
39.8494,-86.2583,4.0
42.0115,-93.2105,4.0
38.5266,-96.7265,4.0
37.6681,-84.6701,4.0
31.1695,-91.8678,4.0
44.6939,-69.3819,4.0
39.0639,-76.8021,4.0
42.2302,-71.5301,4.0
43.3266,-84.5361,4.0
45.6945,-93.9002,4.0
32.7416,-89.6787,4.0
38.4561,-92.2884,4.0
46.9219,-110.4544,4.0
41.1254,-98.2681,4.0
38.3135,-117.0554,4.0
43.4525,-71.5639,4.0
40.2989,-74.521,4.0
34.8405,-106.2485,4.0
42.1657,-74.9481,4.0
35.6301,-79.8064,4.0
47.5289,-99.784,4.0
40.3888,-82.7649,4.0
35.5653,-96.9289,4.0
44.572,-122.0709,4.0
40.5908,-77.2098,4.0
41.6809,-71.5118,4.0
33.8569,-80.945,4.0
44.2998,-99.4388,4.0
35.7478,-86.6923,4.0
31.0545,-97.5635,4.0
40.15,-111.8624,4.0
44.0459,-72.7107,4.0
37.7693,-78.17,4.0
47.4009,-121.4905,4.0
38.4912,-80.9545,4.0
44.2685,-89.6165,4.0
42.756,-107.3025,4.0
32.3182,-86.9023,5.0
61.3707,-152.4044,5.0
33.7298,-111.4312,5.0
34.9697,-92.3731,5.0
36.1162,-119.6816,5.0
39.0598,-105.3111,5.0
41.5978,-72.7554,5.0
39.3185,-75.5071,5.0
38.8974,-77.0268,5.0
27.7663,-81.6868,5.0
33.0406,-83.6431,5.0
21.0943,-157.4983,5.0
44.2405,-114.4788,5.0
40.3495,-88.9861,5.0
39.8494,-86.2583,5.0
42.0115,-93.2105,5.0
38.5266,-96.7265,5.0
37.6681,-84.6701,5.0
31.1695,-91.8678,5.0
44.6939,-69.3819,5.0
39.0639,-76.8021,5.0
42.2302,-71.5301,5.0
43.3266,-84.5361,5.0
45.6945,-93.9002,5.0
32.7416,-89.6787,5.0
38.4561,-92.2884,5.0
46.9219,-110.4544,5.0
41.1254,-98.2681,5.0
38.3135,-117.0554,5.0
43.4525,-71.5639,5.0
40.2989,-74.521,5.0
34.8405,-106.2485,5.0
42.1657,-74.9481,5.0
35.6301,-79.8064,5.0
47.5289,-99.784,5.0
40.3888,-82.7649,5.0
35.5653,-96.9289,5.0
44.572,-122.0709,5.0
40.5908,-77.2098,5.0
41.6809,-71.5118,5.0
33.8569,-80.945,5.0
44.2998,-99.4388,5.0
35.7478,-86.6923,5.0
31.0545,-97.5635,5.0
40.15,-111.8624,5.0
44.0459,-72.7107,5.0
37.7693,-78.17,5.0
47.4009,-121.4905,5.0
38.4912,-80.9545,5.0
44.2685,-89.6165,5.0
42.756,-107.3025,5.0
