Province_State,Lat,Long_,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020,04-27-2020,04-28-2020,04-29-2020,04-30-2020,05-01-2020,05-02-2020,05-03-2020,05-04-2020,05-05-2020,05-06-2020,05-07-2020,05-08-2020,05-09-2020,05-10-2020,05-11-2020,05-12-2020,05-13-2020,05-14-2020,05-15-2020,05-16-2020,05-17-2020,05-18-2020,05-19-2020,05-20-2020,05-21-2020,05-22-2020,05-23-2020,05-24-2020,05-25-2020,05-26-2020,05-27-2020,05-28-2020,05-29-2020,05-30-2020,05-31-2020,06-01-2020,06-02-2020,06-03-2020,06-04-2020,06-05-2020,06-06-2020,06-07-2020,06-08-2020,06-09-2020,06-10-2020,06-11-2020,06-12-2020,06-13-2020,06-14-2020,06-15-2020,06-16-2020,06-17-2020,06-18-2020,06-19-2020,06-20-2020,06-21-2020,06-22-2020,06-23-2020,06-24-2020,06-25-2020,06-26-2020,06-27-2020,06-28-2020,06-29-2020,06-30-2020,07-01-2020,07-02-2020,07-03-2020,07-04-2020,07-05-2020,07-06-2020,07-07-2020,07-08-2020,07-09-2020,07-10-2020,07-11-2020,07-12-2020,07-13-2020,07-14-2020,07-15-2020,07-16-2020,07-17-2020,07-18-2020,07-19-2020,07-20-2020,07-21-2020,07-22-2020,07-23-2020,07-24-2020,07-25-2020,07-26-2020,07-27-2020,07-28-2020,07-29-2020,07-30-2020,07-31-2020,08-01-2020,08-02-2020,08-03-2020,08-04-2020,08-05-2020,08-06-2020,08-07-2020,08-08-2020,08-09-2020,08-10-2020,08-11-2020,08-12-2020,08-13-2020,08-14-2020,08-15-2020,08-16-2020,08-17-2020,08-18-2020,08-19-2020,08-20-2020,08-21-2020,08-22-2020,08-23-2020,08-24-2020,08-25-2020,08-26-2020,08-27-2020,08-28-2020,08-29-2020,08-30-2020,08-31-2020,09-01-2020,09-02-2020,09-03-2020,09-04-2020,09-05-2020,09-06-2020,09-07-2020,09-08-2020,09-09-2020,09-10-2020,09-11-2020,09-12-2020,09-13-2020,09-14-2020,09-15-2020,09-16-2020,09-17-2020,09-18-2020,09-19-2020,09-20-2020,09-21-2020,09-22-2020,09-23-2020,09-24-2020,09-25-2020,09-26-2020,09-27-2020,09-28-2020,09-29-2020,09-30-2020,10-01-2020,10-02-2020,10-03-2020,10-04-2020,10-05-2020,10-06-2020,10-07-2020,10-08-2020,10-09-2020,10-10-2020,10-11-2020,10-12-2020,10-13-2020,10-14-2020,10-15-2020,10-16-2020,10-17-2020,10-18-2020,10-19-2020,10-20-2020,10-21-2020,10-22-2020,10-23-2020,10-24-2020,10-25-2020,10-26-2020,10-27-2020,10-28-2020,10-29-2020,10-30-2020,10-31-2020,11-01-2020,11-02-2020,11-03-2020,11-04-2020,11-05-2020,11-06-2020,11-07-2020,11-08-2020,11-09-2020,11-10-2020,11-11-2020,11-12-2020,11-13-2020,11-14-2020,11-15-2020,11-16-2020,11-17-2020,11-18-2020,11-19-2020,11-20-2020,11-21-2020,11-22-2020,11-23-2020,11-24-2020,11-25-2020,11-26-2020,11-27-2020,11-28-2020,11-29-2020,11-30-2020,12-01-2020,12-02-2020,12-03-2020,12-04-2020,12-05-2020,12-06-2020,12-07-2020,12-08-2020,12-09-2020,12-10-2020,12-11-2020,12-12-2020,12-13-2020,12-14-2020,12-15-2020,12-16-2020,12-17-2020,12-18-2020,12-19-2020,12-20-2020,12-21-2020,12-22-2020,12-23-2020,12-24-2020,12-25-2020,12-26-2020,12-27-2020,12-28-2020,12-29-2020,12-30-2020,12-31-2020,01-01-2021,01-02-2021,01-03-2021,01-04-2021,01-05-2021,01-06-2021,01-07-2021,01-08-2021,01-09-2021,01-10-2021,01-11-2021,01-12-2021,01-13-2021,01-14-2021,01-15-2021,01-16-2021,01-17-2021,01-18-2021,01-19-2021,01-20-2021,01-21-2021,01-22-2021,01-23-2021,01-24-2021,01-25-2021,01-26-2021,01-27-2021,01-28-2021,01-29-2021,01-30-2021,01-31-2021,02-01-2021,02-02-2021,02-03-2021,02-04-2021,02-05-2021,02-06-2021,02-07-2021,02-08-2021,02-09-2021,02-10-2021,02-11-2021,02-12-2021,02-13-2021,02-14-2021,02-15-2021,02-16-2021,02-17-2021,02-18-2021,02-19-2021,02-20-2021,02-21-2021,02-22-2021,02-23-2021,02-24-2021,02-25-2021,02-26-2021,02-27-2021,02-28-2021,03-01-2021,03-02-2021,03-03-2021,03-04-2021,03-05-2021,03-06-2021,03-07-2021,03-08-2021,03-09-2021,03-10-2021,03-11-2021,03-12-2021,03-13-2021,03-14-2021,03-15-2021,03-16-2021,03-17-2021,03-18-2021,03-19-2021,03-20-2021,03-21-2021,03-22-2021,03-23-2021,03-24-2021,03-25-2021,03-26-2021,03-27-2021,03-28-2021,03-29-2021,03-30-2021,03-31-2021,04-01-2021,04-02-2021,04-03-2021,04-04-2021,04-05-2021,04-06-2021,04-07-2021
Alabama,32.3182,-86.9023,460.3001516,622.3638523089759,706.2855081,726.7594063166669,776.1100318475752,807.1834378106407,907.2069614666308,974.8987874973582,978.908259234528,1034.912901690952,1039.9034143850888,1122.6734133848536,1127.9625037615456,1521.551870301267,1568.6205092583607,1578.1323411454762,1617.1607096509051,1715.7339988487695,1859.627114863048,1960.65300645333,1966.5392521951323,1972.7454025968157,2199.173920860279,2276.996061120558,2335.645248765328,2456.291959494952,2561.6685544596094,2676.4076924701053,2717.504777776095,2760.6492529053207,2841.137265331271,2908.402551815491,2895.770810197861,2978.9412392149184,3130.49578998141,3188.7436431625565,3204.508905945829,3213.543849559011,3353.9423864284136,3482.2059538850767,3625.561752208004,3725.6599536831673,3789.353246920114,3881.4566450174734,3951.6967032653274,3993.200338147551,4088.791265269412,4260.14927032123,4327.819570340504,4436.973110335425,4558.730702594334,4564.420881529047,4723.337993569486,4798.901122433684,4884.02946248204,5009.886430962732,5293.824320314245,5302.4921556090585,5460.511891760152,5568.972004931488,5686.630220968616,5840.795319776839,5980.847143234449,6066.56693557351,6173.007952993819,6229.093946077906,6337.166556024298,6578.050797593809,6757.342421303703,6924.539865414012,7029.675608813455,7120.065834758428,7220.571934365112,7316.856288310557,7535.061393767521,7715.862240564042,7832.1743927671505,7878.144512189526,8021.173992007236,8293.629548956444,8442.532761868051,8560.313347344634,8782.679013743107,9016.343458384705,9175.382939864598,9281.620008219148,9409.47567754429,9550.771590303038,9595.88512364922,10038.69933522802,10238.650999299434,10432.117083079673,10597.275036532375,10790.720725406038,11034.643808055376,11239.816568210255,11484.677816562093,11716.771853397331,11941.89083218357,12110.250785968712,12244.71440502449,12430.45081921241,12635.195286329192,12828.069917818724,13085.596403154275,13250.285273755731,13419.012335859245,13570.75044078492,13629.406192097586,13870.739121611768,14061.61505225685,14222.816393833804,14400.231686138704,14563.003435522012,14731.261414774275,14836.478737800022,15087.825566443036,15284.269306583374,15286.023268548912,15550.116913801949,15919.591041333337,15983.263939663708,16229.675200915324,16368.177011473155,16825.471606720934,17070.883517550326,17262.738403711057,17395.284901548686,17708.06119,18056.548957463365,18289.72392434713,18296.27068935804,18687.485787299483,18797.35314902456,18831.004744875016,18911.72778510295,19246.367412202475,19514.03016610632,19678.29074366968,19901.716945210104,20008.66783529481,20094.83631557855,19557.08381388832,19665.441952526773,19700.949484875648,19791.482475166653,19945.66796888145,20074.86970204061,20150.06572258644,20239.80331152098,20362.254330603475,20511.932549964968,20617.65974565512,20728.750801774764,20867.80327481015,20956.80664710795,21067.326645843463,21226.42731204309,21310.90301508101,21190.5118815627,21382.468742256307,21496.578244549208,21608.75023071738,21731.85388681031,21840.96663699208,21989.38037214586,22385.34748331952,22534.98491286786,22663.61558864289,22767.77237652669,22836.42163206161,23087.82964542435,23224.332755137733,23364.42536840849,23577.42977268857,23709.44600295522,23811.3185613025,23920.104992979053,24082.6727932966,24162.04976969052,24401.52676270628,24561.9938876465,24677.9797213444,24771.857476313864,24906.40267499594,25008.66273656817,25168.823937909747,25313.790933852182,25469.057357615507,25573.09177605985,25699.62177645755,25811.28388996132,25973.382607427626,26119.65487739092,26304.79983928813,26429.106794869047,26567.751369772912,26670.2969600372,26776.20770988653,26927.51752177412,27072.91281075464,27241.252369633206,27456.70416270241,27585.74273660896,27664.05917786092,27799.25701355344,27973.898598564,28126.758423351348,28296.872339102032,28478.794905760235,28607.751900040483,28692.146023452104,28678.073537914643,28993.195239420907,28993.195239420907,29386.511012739684,29636.960465493343,29764.44902650012,29911.231169127823,30052.833005485216,30218.480436695736,30525.40338575844,30759.842836849926,30963.261635039264,31110.104962386693,31278.199782386346,31507.377347581216,31685.261722737363,31876.05607375614,31973.360173030385,32099.584249829448,32218.09905194277,32312.609049016097,32506.25868695552,32703.701777518087,32957.10849172528,33169.623418247524,33389.74564492264,33550.45750874177,33683.677038496404,33938.96008410859,34124.023466379505,34352.40563021791,34598.71491693665,34598.71491693665,34598.71491693665,35154.06822300199,35327.751247403474,35510.14289691293,35746.41788959625,35991.91138005195,36209.688192470814,36382.2698919172,36513.02163797613,36730.798450395,36983.12423455366,37214.1985260601,37412.906100830376,37519.18395899808,37602.905050492685,37692.17355657598,37836.46752060141,37980.37398140189,38220.05492348341,38448.80419564018,38576.31315155353,38751.75013792056,38819.42043793983,38972.23947291404,39182.89846293787,39403.5917469971,39652.45039703784,39908.46765928677,40109.7653871922,40236.356572309625,40402.69743034375,40580.2350920881,40783.55191574456,41038.89614607648,41220.61476366892,41391.21815717744,41487.21698243081,41628.18657668433,41822.55003635392,41977.28619254627,42143.03559828968,42390.568579402985,42555.09429075183,42645.973994454616,42787.90214931723,42952.38707085293,43168.715844904895,43386.247918444846,43386.247918444846,43659.47848184394,43735.347534306784,43519.38586857318,43643.44808527518,43842.604347990135,43842.604347990135,44502.11444193927,44610.370606044846,44702.59637358166,44824.150016774816,44955.9622979757,45100.7049499458,45238.81925727869,45378.99345017575,45458.32963675652,45514.10970624197,45591.9366697361,45649.93978403833,45753.77025341692,45857.02966541137,45967.896377558674,46045.07070404237,46097.81193244799,46196.21735667733,46276.71605293294,46422.641609484446,46533.99779938958,46642.15198896229,46708.74135893302,46746.63509535129,46821.03571454065,47016.72484313767,47136.850842870495,47237.19378322458,47237.19378322458,47393.43916250357,47393.43916250357,47428.19208330911,47500.594001654026,47587.47630366792,47671.97240161241,47780.59567403637,47871.06747960764,47924.82845334206,48022.418081308366,48106.87338943972,48191.75699060917,48286.940019599504,48372.06835964786,48451.48612585493,48501.514831685934,48536.10459323889,48571.571335774606,48664.857638453366,48751.57678121466,48820.32801128247,48891.526630139386,48938.16978147878,48966.8246252181,49020.38164988676,49090.07104565706,49184.21393441202,49245.76576245848,49323.49075141973,49365.647023312406,49390.14130611021,49414.02374171074
Arizona,33.7298,-111.4312,578.5222863,595.5307782951309,605.8210534,622.4998169320226,651.186191192761,676.3554620958611,701.2911753541181,728.0129176611757,748.7583319972463,757.7159546112316,777.6233091628649,806.4195929035295,834.130520529923,858.7777214033737,890.4179129371289,914.2133153411514,926.5094384078952,945.4001302702112,986.2452407477856,1028.7389934242533,1071.5762132254902,1114.4683877666905,1171.2641115185547,1212.5763372858155,1260.3457449987409,1526.1755608852495,1647.364501188877,1771.4660427105491,1892.35273194438,2064.11377169905,1687.6875416368025,1755.1170075715268,1845.6274642907536,1950.907007375064,2016.6740924259043,2084.996572885029,2149.7332565615616,2219.7730726445334,2272.8593514488884,2357.9292889117683,2418.0497744314007,2478.994581050479,2522.9858503909413,2579.877744937741,2620.393126975537,2696.436748399477,2787.771526218151,2882.5547139695086,2981.940361192776,3094.0342920325106,3133.381885846091,3267.512667411029,3359.451947369296,3431.30526987105,3625.158115090888,3732.058823004109,3869.1022057870914,3957.854110827499,4028.361042200157,4117.305288830436,4253.249576814155,4275.973361788898,4511.74293491559,4644.293767706589,4743.377163860059,4868.083207521326,5031.0102728269285,5217.018328917033,5388.53207234187,5568.014253061357,5766.730592767929,5904.749422185256,6052.138034766292,6171.252433636312,6377.442617977867,6592.137048328709,6797.173183131038,7005.300522056291,7026.279494037205,7313.871386949101,7550.726316190065,7705.19035154135,7946.194363649528,8099.064711541883,8303.139138394858,8488.322873385516,8638.843906144448,8807.458787036232,8972.199358760618,9194.079121361636,9397.123146840302,9564.487807397923,9650.409543330232,9918.547458295192,10111.150083180868,10293.929548298142,10509.654380023292,10606.141164713506,10798.31789036447,10901.962529934875,11096.26875175941,11183.028547476157,11302.994744815604,11496.765157925496,11782.419896253694,11912.854971556111,12067.14040400252,12240.220357516304,12384.449072549462,12419.13925215117,12828.40093934137,13033.203516498856,13140.063008357103,13249.835101433398,13343.615365180429,13540.051083178532,13681.861789653314,13805.248919555466,13965.661805507756,14048.67094022202,14126.541806749734,14250.794473806303,14346.319550547165,14537.974206168476,14667.076629026791,14799.187823898086,15002.286804116717,15090.406729647546,15167.46701,15266.962570463998,15365.936057137542,15497.071805374491,15718.896613235547,15811.426656648418,15898.708522394812,15967.154651018856,16031.808902585442,16141.965678841478,16267.66090782208,16381.678254560522,16478.74206402035,16547.270624754336,16609.93276699726,16677.76065479672,16800.474589134323,16993.764148269536,17211.48108931835,17297.251699715758,17357.413401290363,17401.404670630825,17437.09777423686,17485.69150304923,17577.60330563752,17705.44176947668,17807.217947888344,17869.412974841583,18029.33126813421,18251.30720153016,18586.81962768988,18716.471597947824,18865.398943247827,19013.29588717352,19109.9887521386,19243.144087069188,19369.70485320421,19514.661718541884,19558.43316892249,19704.392958264485,19829.360036940576,19903.397810355866,19969.56331727144,20025.163775429104,20214.661457506867,20312.70071360104,20445.1553755971,20554.87251393343,20647.49872814124,20765.01943955233,20864.85846338029,21035.23189595089,21204.904655586968,21377.599925921008,21517.04757857737,21627.437912478257,21722.935511849137,21833.54566470986,21996.088046835728,22110.76485045373,22266.32798060428,22408.11120970908,22528.48956759824,22632.354026128505,22770.34537817585,22923.847705577784,23101.17291275372,23267.136227442286,23443.78823905367,23559.110760866235,23694.38185328541,23787.80491122268,23983.10031836655,24167.652073847632,24338.80861146271,24534.090279921584,24627.99419183353,24774.077629340445,24898.976014591582,25095.48042601464,25310.93048403997,25537.948514827545,25727.88583482501,25872.78774542272,26084.459665075592,26217.65621606116,26426.44301186597,26690.36315053876,26947.24908249627,27127.006036915573,27309.496989648043,27535.182367991503,27738.33630295009,27989.658067486343,28355.12082692596,28626.51481023373,28911.029237707684,29192.960792403388,29401.34916634346,29636.253202315736,29932.266909126974,30273.42593481791,30470.80962208037,30724.164711995265,30962.723238175084,31213.11077213196,31436.91395063168,31668.822953275965,31966.402870176164,32284.714462727432,32567.53903194753,32819.506514678345,33083.316743871204,33239.09969298161,56824.23152322037,33808.444537684314,34166.22737221409,34521.13882158078,34775.66169971988,34969.43211282977,35179.8263347785,35492.436373058605,35800.15543948198,36080.21853301894,36393.61167634351,36627.7463459563,36831.32618014961,37067.17818538624,37376.32607504866,37657.35087653497,37970.09830166498,38131.527850306586,38231.39435150453,38390.859268192464,38639.58442126545,38945.76475496987,39551.860582022906,39916.14181455331,40154.97511443294,40358.60990336621,40580.39349517229,40859.31627785502,41076.085249639465,41451.72837465724,41827.50888652492,42250.0558821012,42554.3265385919,42806.225327897766,43025.92063958525,43318.71949410865,43605.28098564623,43870.05292278845,44112.45828076568,44312.823262671154,44480.03679769388,44723.19778334562,45163.17917017519,45457.063380812855,45738.76137786371,46027.97443560452,46247.065245152415,46423.66230202383,46637.91709445497,46840.60391412388,47031.90136393543,47262.821181260384,47498.97543756682,47636.650799859366,47768.32235681097,47939.09421124629,48138.70356547726,48354.46961325738,48498.89066988042,48750.25365047164,48801.19669441744,49043.89056477948,49159.968714266535,49368.49447505653,49530.28122950789,49689.05921194628,49846.18855218578,49963.14597751224,50047.19925228581,50127.04848945219,50215.29206314794,50406.878025344304,50601.101815058886,50748.188176570126,50876.452539644015,50961.797250806696,51074.2483874562,51225.63495736955,51383.60235739348,51486.75240430422,51636.833799143446,51724.280529109725,51809.77636580732,52031.71108314831,52174.2499399276,52460.48170302541,52460.48170302541,52797.01079187445,108646.963468974,108948.65125268642,109134.70052483153,109545.17121630088,110298.05115379536,111083.71159367784,111431.0942436696,111759.43507626413,112041.71009808462,112214.00694655393,112526.09491480436,112925.94560277589,113344.67324392471,113904.0850193791,114332.86937794118,114619.59573369868,114792.92298354226,114985.05849313828,115409.80367831308,115777.43714998126,116137.0060135598,116438.78996806715,116712.87673363317,116898.12916204876,117244.4676719812,117589.52848420951,118012.91353957025,118393.15912405992,118740.18456824194,118956.34903788676,119104.89170000704
Arkansas,34.9697,-92.3731,761.7533537,803.5451155974812,816.1753431,843.3284009784371,875.8116466147321,907.445152174929,932.4352353219956,935.0617046481168,1025.5976473014766,1059.8962467367085,1147.6512218682926,1220.1495001790247,1374.1842012462596,1469.7799598072943,1524.4723210688803,1562.633375395467,1570.8990288629666,1755.4471235719056,1868.6170518886047,1918.7130918294788,1992.331482058704,2042.8523920376265,2102.797691951455,2110.25222989177,2278.9642595461537,2317.2798120683947,2471.7393831736786,2530.9894412070635,2530.9894412070635,2666.2526115023134,2720.8677236660724,2827.896348705517,2512.3566672984725,2701.6002364633355,2705.410954455624,2822.747931939914,2824.53731256238,3104.939883438421,3189.6703695799997,3289.676864368925,3414.635277837792,3414.635277837792,3598.0136549623503,3698.7822933497337,3703.785931757,3830.4674524919446,3940.017310600688,3968.71367391653,4191.690381482694,4291.69687627162,4414.998455830796,4414.998455830796,4721.313909054398,4721.313909054398,4891.33820486685,5194.406263627459,5310.914824156904,5321.319741109761,5493.431647648423,5839.246021279049,5854.091253109878,6001.781427819699,6197.122145772224,6527.561100720922,6764.455213128487,6811.774389589251,7313.231740696215,7569.543946525354,7779.564212917738,8026.830105599966,8026.830105599966,8494.22295152369,8764.386288837844,9008.736153839016,9191.4517973997,9191.4517973997,9409.656823305952,9650.129696958453,10025.038074043245,10312.233663949017,10433.3482227474,10735.852957978715,10976.093874883856,11229.788283135684,11229.788283135684,11431.093603163095,11619.541892051306,11706.260578884514,12083.654206833844,12108.539852157395,12248.93995766458,12671.53201467027,12690.486194597132,12933.212362366809,13114.701948834318,13286.515625269236,13503.096953943994,13685.613777435512,13889.93453517856,14342.084509133132,14568.043517736738,14587.627294549282,14794.864079973384,15291.38406602947,15291.38406602947,15815.042991526288,16067.677026075917,16233.857467217884,16422.703396244422,16658.371451558814,16683.29023356056,17051.505001650206,17051.505001650206,17476.284079416688,17691.639350998277,17721.86000151103,17888.37180943494,18275.640167486028,18275.640167486028,18683.48640269547,18865.373629301303,18982.94256353296,19006.2376483032,19334.58899252569,19506.23698556964,19492.98231429212,20612.67067046104,20626.32298187689,20977.57177,21249.88899212805,21489.43403879112,21823.51802834114,21841.643791313152,22059.086673620957,22324.312645884227,22340.218251417256,22641.39751952082,22865.23578072002,23131.223896581752,23426.63738267959,23616.079771913617,24091.52483063844,24223.74017663175,24436.6101973488,24468.719638518603,24799.85446370937,25363.177993004185,25385.94289092333,25608.455684994784,25970.20880083664,25986.710866577152,26415.830849187027,26454.932129455723,27172.076118926205,27444.492750357545,27446.01703755446,28899.027239674942,28039.49494400564,28395.41600448538,28710.777770855893,28710.777770855893,29292.29333647911,29542.14389006045,29756.637608009,30053.210877843623,30400.019351820065,30694.306190859315,30946.17808181048,31169.25419941123,33060.3975606103,33398.623634934534,34121.400859697984,34548.83087171997,34934.67435260872,35281.88046672349,35533.88490438743,35759.247452783544,36041.803907742185,36041.803907742185,36832.27936605558,36832.27936605558,37700.12896795153,37996.304597647824,38275.05033461418,38526.85595220896,38880.65626528429,39300.16661121797,39694.360535011554,40017.24432733206,40292.34502969709,40556.444354901774,40812.8559707655,41180.67309871681,41604.22611939013,42000.77274733548,42415.54454828744,42680.04151363045,42906.86207586709,43184.91194259137,43506.53654114052,43915.70824347771,44289.5231101821,44634.17770007595,44634.17770007595,45179.508013111525,45360.30172933696,45732.65858220084,46156.244739552334,46623.372492050505,47004.14606117561,47314.90182927718,47598.05474444331,47874.017000441374,48279.94130831559,48715.7880365988,49170.32385138332,49170.32385138332,49889.05840140712,50263.90050513552,50542.679378780056,50957.0204029155,51443.03606198415,51887.82969337969,52387.13316040405,52851.2454751866,53190.101146396526,53611.93105980375,54095.825971468,54580.88066686902,54874.140268884265,54874.140268884265,55531.37314418034,55784.172862120926,56049.133740958656,56440.577320462166,56975.23762311933,57481.73174931175,57937.692441258616,58424.93415742043,58753.74941513763,59099.199285308125,59099.199285308125,60076.73129202559,60579.77920368586,61071.92514822036,61491.86627097055,61839.63570861461,62113.74231063383,62498.69110121134,62952.19967897187,63405.310616594055,63863.35891926713,64293.10849876268,64600.915102505,64880.88689656452,65307.58790166624,65911.27190500112,66237.17113503726,66498.42070591728,66658.00694809869,66841.51787193601,67085.07245666052,67567.67503787522,67979.49767446793,67979.49767446793,68917.26566735281,68917.26566735281,69441.91869319545,69730.274066838,69730.274066838,70555.6093106113,71003.2526963315,71509.48172909838,71509.48172909838,72983.23549176818,73190.17404708854,73190.17404708854,74022.16976317878,74511.53222674501,74928.82241523969,75309.66225772117,75624.89147737891,75836.40289429003,76297.002721184,76729.13814150952,77123.23265526853,77490.8178264725,77784.64075201702,78087.70881077764,78490.18690411969,78863.23962722563,79334.87396795816,79783.18008724225,80197.18974459574,80573.09222202635,80803.82291228986,81059.93629804984,82193.64146909474,82726.14788766931,83114.4766194226,83520.50033733138,83813.42857256469,84006.61540643463,84247.81728700738,84573.21946687059,84938.41879724462,85159.40730411916,85443.32236288374,85641.67851855191,85734.72631092013,85791.124937206,85937.68846485723,85989.81245965611,86068.64461707918,86170.04285235224,86242.31394749295,86322.96862221668,86481.32880730492,86774.22390586002,87074.34280026138,87293.24369640971,87543.52502680758,89332.73996588249,89419.22669596832,89548.39346756779,89798.60852460928,90106.21630828244,90400.27119057432,90400.27119057432,90676.59795003252,90676.59795003252,90752.3815330618,90928.73493440928,91198.20240148132,91454.71342737964,91729.48276296274,91890.16251552451,91986.52397571216,92072.9775691198,92239.42310368732,92499.7779842561,92763.44653264427,92941.98695475252,93130.6340637099,93229.31509137109,93295.72099447149,93436.71756018617,93707.344810995,93913.55435939512,94050.54138704832,94181.53067594848,94261.7214371775,94356.26038006444,94487.2165322864,94702.07475369508,94920.11409621035,95043.61449583869,95177.81804252364,95282.19857883414,95331.40654595196,95446.09258918074
